ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10311,1,1,0,0,0,0,0,0,0,0,0,0
10311,2,1,0,0,0,0,0,0,0,0,0,0
10312,1,1,0,0,34,26,0,0,0,0,0,0
10313,1,1,34,34,34,34,34,34,34,34,34,34
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,18,18,18,18,18,18,18,18,18,18
10316,1,1,0,0,0,0,0,0,0,0,0,0
10316,2,1,0,0,0,0,0,0,0,0,0,0
10317,1,1,0,0,0,0,0,0,0,0,7,0
10317,2,1,0,0,0,0,0,0,0,0,0,0
10318,0,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,0,0,0,0,0,0,0,0,0,0
10319,1,1,0,0,0,0,0,0,0,0,0,0
10319,2,1,0,0,0,0,0,0,0,0,0,0
10320,0,1,17,0,25,0,0,0,31,0,32,0
10320,1,1,0,10,0,0,0,0,0,13,0,0
10322,1,1,14,14,14,14,14,14,14,14,14,14
10322,2,1,0,0,0,0,0,0,0,0,0,0
10323,0,1,0,12,21,0,24,0,0,0,3,0
10323,1,1,0,0,0,0,0,0,0,0,0,0
10324,1,1,3,3,3,3,3,3,3,3,3,3
10325,0,1,24,14,6,10,6,22,8,7,32,0
10325,1,1,0,0,0,0,0,0,0,0,0,0
10326,1,1,6,7,0,0,8,16,17,0,0,0
10326,2,1,0,0,0,0,0,0,0,0,0,0
10327,0,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,0,0,0,0,0,0,0,0,0,0
10328,1,1,0,0,0,16,0,12,0,0,0,0
10328,2,1,0,21,0,0,0,0,0,0,0,0
10329,1,1,19,19,19,19,19,19,19,19,19,19
10330,1,1,35,35,35,35,35,35,35,35,35,35
10331,1,1,0,0,0,0,0,0,0,0,0,0
10332,1,1,0,0,0,0,0,0,0,0,0,0
10332,2,1,0,0,0,0,0,0,0,0,0,0
10333,1,1,13,13,13,13,13,13,13,13,13,13
10334,1,1,15,15,15,15,15,15,15,15,15,15
10334,2,1,0,0,21,24,0,0,0,14,0,0
10334,3,1,0,0,0,0,0,0,0,0,0,0
10335,1,1,0,0,11,0,0,0,0,0,0,0
10335,2,1,0,0,0,0,0,0,0,0,0,0
10336,1,1,0,0,0,0,0,0,0,0,0,0
10336,2,1,0,0,0,0,0,0,0,0,0,0
10337,0,1,22,22,22,22,22,22,22,22,22,22
10337,1,1,0,0,0,0,0,0,0,0,0,0
10338,1,1,19,19,19,19,19,19,19,19,19,19
10338,2,1,25,7,0,0,0,0,0,0,0,27
10339,1,1,0,0,0,0,0,0,0,0,0,0
10340,1,1,5,11,12,19,41,0,19,0,0,26
10341,1,1,13,13,13,13,13,13,13,13,13,13
10342,1,1,0,0,0,0,0,0,0,0,0,0
10343,1,1,0,0,0,0,0,0,0,0,0,12
10344,1,1,0,0,0,0,0,0,0,0,0,0
10344,2,1,0,0,0,0,0,0,0,0,0,0
10344,3,1,0,0,0,0,0,0,0,0,0,0
10345,1,1,0,0,0,0,0,0,0,0,0,0
10345,2,1,0,0,0,0,0,0,0,0,0,0
10346,0,1,28,28,28,28,28,28,28,28,28,28
10346,1,1,0,0,0,21,0,0,0,0,0,0
10347,1,1,0,0,7,0,0,0,0,0,14,5
10347,2,1,8,8,8,8,8,8,8,8,8,8
10347,3,1,0,19,0,8,0,11,0,0,24,0
10347,4,1,0,0,0,15,21,0,0,0,18,0
10347,5,1,0,0,0,0,0,0,0,0,0,0
10347,6,1,0,0,0,0,0,0,3,0,0,0
10347,7,1,0,0,0,0,0,0,0,0,18,0
10348,1,1,0,0,0,0,0,16,0,0,0,0
10348,2,1,0,0,0,0,0,0,29,0,0,0
10349,1,1,0,0,15,0,0,0,0,12,0,18
10350,1,1,0,0,0,0,0,0,0,10,0,5
10350,2,1,0,0,0,0,0,0,0,0,0,0
10350,3,1,0,13,0,0,0,0,0,0,0,24
10351,0,1,0,0,0,0,0,0,0,0,0,0
10351,1,1,0,0,0,0,0,0,0,0,0,0
10352,1,1,0,0,0,0,34,0,3,0,0,0
10352,2,1,0,7,0,0,0,0,0,0,0,0
10352,3,1,0,0,0,0,0,0,0,0,0,0
10353,1,1,0,0,0,0,0,0,0,0,0,0
10354,1,1,0,0,0,0,0,0,0,0,0,0
10355,0,1,0,0,0,0,0,0,0,0,0,0
10355,1,1,0,0,0,0,0,0,0,0,0,0
10356,1,1,0,0,0,0,0,0,0,0,0,0
10356,2,1,0,0,0,0,0,0,0,0,0,0
10357,1,1,0,16,0,0,0,0,0,0,17,0
10358,1,1,0,0,0,0,0,0,0,0,0,0
10359,1,1,0,0,0,0,0,0,0,0,0,0
10359,2,1,0,0,0,0,0,0,0,0,0,0
10360,1,1,0,0,0,0,0,0,0,0,0,0
10360,2,1,0,0,0,0,0,0,0,0,0,0
10361,1,1,27,12,18,30,14,0,0,0,17,0
10362,0,1,16,16,16,16,16,16,16,16,16,16
10362,1,1,0,0,0,0,0,0,0,0,0,0
10363,1,1,20,20,20,20,20,20,20,20,20,20
10364,1,1,0,0,0,0,0,0,0,0,0,0
10364,2,1,0,0,0,0,0,0,0,0,0,0
10365,1,1,19,8,0,0,12,0,16,0,24,19
10366,1,1,0,14,8,0,11,0,0,21,33,0
10367,1,1,0,0,11,0,12,0,0,15,0,0
10367,2,1,0,0,0,0,0,0,0,0,0,21
10368,1,1,0,0,0,0,0,0,0,0,0,0
10368,2,1,0,0,0,0,0,0,0,0,0,0
10369,1,1,0,0,0,0,0,12,0,0,0,0
10370,1,1,0,0,0,0,0,0,0,0,0,0
10370,2,1,0,0,0,0,0,0,0,0,0,0
10370,3,1,0,0,0,0,0,0,0,0,0,0
10371,1,1,0,0,0,0,0,0,0,0,0,0
10371,2,1,0,0,0,0,0,0,0,6,0,0
10372,1,1,0,0,0,0,0,0,0,0,0,0
10373,1,1,7,7,7,7,7,7,7,7,7,7
10374,1,1,12,12,12,12,12,12,12,12,12,12
10375,1,1,0,0,0,0,0,0,0,0,0,0
10375,2,1,0,0,0,0,0,0,0,0,0,0
10376,1,1,0,0,0,0,0,0,0,0,0,0
10377,1,1,21,21,21,21,21,21,21,21,21,21
10378,1,1,2,2,2,2,2,2,2,2,2,2
10379,1,1,16,16,16,16,16,16,16,16,16,16
10380,0,1,0,0,0,0,0,0,0,0,0,0
10380,1,1,0,0,0,0,0,0,0,0,0,15
10381,0,1,8,13,22,8,0,21,0,6,0,0
10381,1,1,0,0,0,0,0,0,0,0,0,0
10382,1,1,12,12,12,12,12,12,12,12,12,12
10383,0,1,26,26,26,26,26,26,26,26,26,26
10383,1,1,0,0,0,0,0,0,0,0,0,0
10384,1,1,22,22,22,22,22,22,22,22,22,22
10385,0,1,7,7,7,7,7,7,7,7,7,7
10385,1,1,0,0,0,0,0,24,0,0,0,0
10386,1,1,0,0,0,0,0,0,0,0,0,0
10386,2,1,18,18,18,18,18,18,18,18,18,18
10387,1,1,10,10,10,10,10,10,10,10,10,10
10387,2,1,0,0,0,0,0,0,12,0,0,33
10388,1,1,0,0,0,0,0,0,0,0,0,0
10388,2,1,12,12,12,12,12,12,12,12,12,12
10389,1,1,2,2,2,2,2,2,2,2,2,2
10389,2,1,0,0,0,0,0,0,0,0,0,0
10390,1,1,0,0,0,0,0,0,0,0,0,0
10390,2,1,0,0,0,0,0,0,0,0,0,0
10391,1,1,0,0,0,0,0,0,0,0,0,0
10391,2,1,0,0,0,0,0,0,0,0,0,0
10392,1,1,0,0,0,0,0,0,0,0,0,0
10392,2,1,0,0,0,0,0,0,0,0,0,0
10393,1,1,0,0,0,0,0,0,0,0,0,0
10393,2,1,0,0,0,0,0,0,0,0,0,0
10394,1,1,0,0,0,0,0,0,0,0,0,0
10394,2,1,0,0,0,0,0,0,0,0,0,0
10395,1,1,6,0,25,8,24,12,0,23,10,9
10396,0,1,0,19,0,18,0,0,0,0,0,0
10396,1,1,0,0,7,0,0,0,0,0,0,0
10397,1,1,0,0,0,0,0,0,0,0,0,0
10398,1,1,0,0,0,0,0,0,0,0,0,0
10399,1,1,0,0,0,0,0,0,0,0,0,0
10399,2,1,0,0,0,0,0,0,0,0,0,0
10400,1,1,29,29,29,29,29,29,29,29,29,29
10400,2,1,0,0,0,0,0,0,0,0,0,0
10401,0,1,0,0,0,0,0,0,0,0,0,0
10401,1,1,0,16,0,11,0,0,11,0,0,0
10402,1,1,12,12,12,12,12,12,12,12,12,12
10403,1,1,39,21,26,14,28,31,33,31,17,9
10404,1,1,10,10,10,10,10,10,10,10,10,10
10405,1,1,0,0,0,0,0,0,0,0,0,0
10405,2,1,0,0,0,0,0,0,0,0,0,0
10406,1,1,0,0,0,0,0,0,0,0,0,0
10406,2,1,0,0,0,0,0,0,0,0,0,24
10407,1,1,6,6,6,6,6,6,6,6,6,6
10407,2,1,0,0,0,0,0,0,0,0,0,0
10408,1,1,0,0,0,0,0,0,0,0,0,0
10408,2,1,0,0,0,0,0,0,0,0,0,0
10409,1,1,0,0,0,0,0,0,0,0,0,0
10410,0,1,9,9,9,9,9,9,9,9,9,9
10410,1,1,0,0,0,0,0,0,0,0,0,9
10411,1,1,0,33,23,0,0,9,0,0,0,54
10412,0,1,24,24,24,24,24,24,24,24,24,24
10412,1,1,0,0,0,0,0,0,0,0,0,0
10413,1,1,0,0,0,0,0,0,0,0,0,0
10413,2,1,0,0,0,0,0,0,0,12,0,0
10414,1,1,0,0,0,0,0,0,0,0,0,0
10414,2,1,0,0,0,0,0,0,0,0,0,0
10415,1,1,0,0,0,0,0,0,0,0,0,0
10415,2,1,0,0,0,0,0,0,0,0,0,0
10416,1,1,0,0,0,0,0,0,0,0,0,0
10416,2,1,0,0,0,0,0,0,0,0,0,0
10417,1,1,0,0,0,0,0,0,0,0,0,0
10417,2,1,0,0,0,0,0,0,0,0,6,0
10418,1,1,0,0,0,0,0,0,0,0,0,0
10418,2,1,0,0,0,0,0,0,0,0,0,0
10419,1,1,0,0,0,0,0,0,0,0,0,0
10419,2,1,0,0,0,0,0,0,0,0,0,0
10420,1,1,0,0,0,0,0,0,0,0,0,0
10420,2,1,0,0,0,0,0,0,0,0,0,0
10421,1,1,10,10,10,10,10,10,10,10,10,10
10422,1,1,0,0,0,0,0,0,0,0,0,0
10423,1,1,15,39,0,8,0,9,0,37,0,0
10424,1,1,0,19,20,37,18,0,0,15,0,0
10424,2,1,0,0,0,0,0,0,0,0,0,0
10424,3,1,0,0,0,0,0,0,0,0,0,0
10425,1,1,23,23,23,23,23,23,23,23,23,23
10426,1,1,20,20,20,20,20,20,20,20,20,20
10427,1,1,34,34,34,34,34,34,34,34,34,34
10428,0,1,0,0,0,0,0,0,0,0,0,0
10428,1,1,0,0,0,0,0,0,0,0,0,0
10428,2,1,0,0,0,0,0,0,0,0,0,0
10429,0,1,0,0,0,0,0,0,0,0,0,0
10429,1,1,0,0,0,0,0,0,0,0,0,0
10429,2,1,0,0,9,0,0,0,18,0,0,0
10429,3,1,0,0,0,0,0,0,0,0,0,0
10430,1,1,21,21,21,21,21,21,21,21,21,21
10431,1,1,0,0,0,0,0,0,0,0,0,0
10431,2,1,0,0,0,0,0,0,0,0,0,0
10432,1,1,0,0,0,0,0,0,0,0,0,0
10432,2,1,0,0,0,0,0,0,0,0,0,0
10433,1,1,22,22,22,22,22,22,22,22,22,22
10434,1,1,25,0,7,8,20,15,30,0,26,0
10435,1,1,0,0,0,0,0,0,0,0,0,0
10435,2,1,23,23,23,23,23,23,23,23,23,23
10436,1,1,20,20,20,20,20,20,20,20,20,20
10437,1,1,0,0,0,0,0,0,0,0,0,0
10437,2,1,0,0,0,0,0,0,0,0,0,0
10438,1,1,0,0,0,0,0,0,0,0,0,0
10439,1,1,0,0,0,0,0,0,0,0,0,0
10440,1,1,30,30,30,30,30,30,30,30,30,30
10441,0,1,0,0,0,0,0,26,4,0,0,0
10441,1,1,2,2,2,2,2,2,2,2,2,2
10442,1,1,0,10,26,27,11,0,20,14,0,17
10442,2,1,0,0,0,0,0,0,0,0,0,0
10443,1,1,24,21,18,0,0,28,0,18,0,0
10445,1,1,0,0,0,0,0,0,0,0,0,0
10446,1,1,8,8,8,8,8,8,8,8,8,8
10447,1,1,0,0,0,0,0,0,0,0,0,0
10447,2,1,0,0,0,0,0,0,0,0,0,0
10448,1,1,8,8,8,8,8,8,8,8,8,8
10448,2,1,7,7,7,7,7,7,7,7,7,7
10449,0,1,0,0,0,0,0,0,0,0,0,0
10449,1,1,0,0,0,0,0,0,0,0,0,0
10450,1,1,15,15,15,15,15,15,15,15,15,15
10450,2,1,0,0,0,0,0,0,0,0,0,0
10451,0,1,0,0,0,0,16,27,6,0,0,0
10451,1,1,0,0,17,0,0,0,0,15,0,8
10452,1,1,0,0,0,19,0,0,22,0,0,0
10453,1,1,9,0,0,0,6,0,14,0,0,0
10453,2,1,0,0,0,0,0,0,0,0,0,0
10453,3,1,0,0,0,0,0,0,0,0,0,0
10453,4,1,0,0,15,3,0,0,0,16,0,0
10454,1,1,0,0,0,0,0,0,0,0,0,0
10454,2,1,0,0,0,0,0,0,0,0,0,0
10454,3,1,0,0,0,0,0,0,0,0,0,0
10455,1,1,0,0,0,0,0,0,0,0,0,0
10456,1,1,0,0,0,0,0,0,0,0,0,0
10457,1,1,0,0,0,0,0,0,0,0,0,22
10458,1,1,13,13,13,13,13,13,13,13,13,13
10459,1,1,0,3,8,0,16,27,8,13,0,0
10460,1,1,0,0,0,0,0,0,0,0,0,0
10461,1,1,0,0,0,0,17,0,0,0,7,16
10462,1,1,0,0,0,0,17,0,0,0,0,0
10462,2,1,0,0,0,0,0,0,0,0,0,0
10463,1,1,0,0,0,0,0,0,0,0,0,0
10463,2,1,0,0,0,0,0,0,0,0,0,0
10464,1,1,0,0,0,0,0,0,0,0,0,0
10464,2,1,0,0,0,0,0,0,0,0,0,0
10465,1,1,0,0,6,0,0,0,16,0,0,0
10465,2,1,0,0,0,0,0,15,0,0,0,0
10466,0,1,0,0,0,0,0,0,0,0,0,0
10466,1,1,0,0,0,0,0,0,0,0,0,0
10467,1,1,0,0,0,0,0,0,0,0,0,0
10467,2,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,0,0,0,0,0,0,0,0,0,0
10468,2,1,0,0,0,0,0,0,0,0,0,0
10469,1,1,0,0,0,0,0,0,0,0,0,0
10469,2,1,0,0,0,0,0,0,0,0,0,0
10470,1,1,0,0,0,0,0,0,0,0,0,14
10471,1,1,0,0,0,0,0,0,0,0,0,0
10472,1,1,0,0,0,0,0,0,0,0,0,0
10472,2,1,0,0,0,0,0,0,0,0,0,0
10472,3,1,0,0,0,0,0,0,0,15,0,0
10473,1,1,0,0,0,0,0,0,0,0,0,0
10473,2,1,0,0,0,0,0,0,0,0,0,0
10473,3,1,0,0,0,0,0,0,0,0,0,0
10473,4,1,0,0,0,0,0,0,0,0,0,0
10474,1,1,0,0,0,0,16,19,0,0,0,0
10475,1,1,0,0,0,0,0,0,0,0,0,0
10475,2,1,0,0,0,0,0,0,0,0,0,0
10475,3,1,0,0,0,0,0,0,0,0,0,0
10475,4,1,0,0,0,0,0,0,0,0,0,0
10476,1,1,14,14,14,14,14,14,14,14,14,14
10477,1,1,0,0,0,0,0,0,0,0,0,0
10478,1,1,0,0,0,0,0,0,0,0,0,0
10479,0,1,0,0,0,0,0,0,0,0,0,0
10479,1,1,0,0,0,0,0,0,0,0,0,0
10480,1,1,0,0,0,0,0,0,0,0,0,0
10480,2,1,0,0,0,0,0,0,0,0,0,0
10481,1,1,2,2,2,2,2,2,2,2,2,2
10481,2,1,0,0,0,0,0,0,0,0,0,0
10482,1,1,0,0,0,0,0,0,0,0,0,0
10482,2,1,0,0,0,0,0,0,0,0,0,0
10483,1,1,19,23,0,0,7,35,24,24,14,0
10484,1,1,11,11,11,11,11,11,11,11,11,11
10485,1,1,13,13,13,13,13,13,13,13,13,13
10486,1,1,0,0,0,0,0,0,0,0,0,0
10487,1,1,0,0,25,0,29,20,0,32,13,0
10488,1,1,0,0,0,0,0,0,0,14,9,19
10489,1,1,14,0,0,0,4,0,9,25,18,0
10490,1,1,0,15,25,18,0,0,0,0,26,25
10490,2,1,0,0,0,0,0,0,0,11,0,22
10491,1,1,0,0,0,0,0,0,11,0,0,0
10492,1,1,4,4,4,4,4,4,4,4,4,4
10492,2,1,0,0,0,0,0,0,0,0,0,0
10493,1,1,0,0,0,0,0,0,0,0,0,0
10493,2,1,0,0,0,0,0,0,0,0,0,0
10494,0,1,0,0,0,0,0,0,0,0,0,0
10494,0,2,0,0,0,0,0,0,0,0,0,0
10494,1,1,0,0,0,0,0,0,0,0,0,0
10495,1,1,0,0,14,13,0,0,0,0,6,0
10495,2,1,0,0,0,0,0,0,0,0,0,0
10496,1,1,0,0,0,0,0,0,0,0,0,0
10496,2,1,0,0,0,0,0,0,0,0,0,0
10497,1,1,0,0,0,0,0,0,0,0,0,0
10497,2,1,0,0,0,0,0,0,0,0,0,0
10498,1,1,27,27,27,27,27,27,27,27,27,27
10499,1,1,11,11,11,11,11,11,11,11,11,11
10499,2,1,10,10,10,10,10,10,10,10,10,10
10499,3,1,0,0,0,0,0,0,0,0,0,0
10500,0,1,5,5,5,5,5,5,5,5,5,5
10500,1,1,0,0,0,0,0,0,0,0,0,0
10501,1,1,0,0,0,0,0,0,0,8,0,0
10501,2,1,0,0,0,0,0,0,0,0,0,0
10502,1,1,11,11,11,11,11,11,11,11,11,11
10503,1,1,0,0,13,0,0,0,0,0,0,0
10503,2,1,0,0,0,0,0,0,0,0,0,0
10504,1,1,15,15,15,15,15,15,15,15,15,15
10505,1,1,0,0,0,0,0,0,0,0,0,0
10506,1,1,15,15,15,15,15,15,15,15,15,15
10507,1,1,0,0,0,0,0,0,0,0,0,0
10507,2,1,0,0,0,0,0,0,0,0,0,0
10508,0,1,0,0,0,0,0,0,0,0,0,0
10508,1,1,0,0,0,0,0,0,0,0,0,0
10509,0,1,6,6,6,6,6,6,6,6,6,6
10509,1,1,0,0,0,0,0,0,0,0,0,0
10510,1,1,0,0,0,26,0,13,0,0,14,10
10510,2,1,0,0,0,21,0,0,0,0,0,0
10511,1,1,0,0,0,0,0,21,0,0,0,0
10512,1,1,0,25,0,0,0,17,19,0,0,0
10513,1,1,0,0,0,0,0,0,0,0,0,0
10514,1,1,0,18,0,0,0,0,0,0,0,0
10514,2,1,0,0,0,0,0,0,0,0,0,0
10515,1,1,0,0,0,0,0,0,0,0,0,0
10515,2,1,0,0,0,0,0,0,0,0,0,0
10516,1,1,0,0,0,0,0,0,0,0,0,0
10517,1,1,16,11,18,18,31,7,20,4,5,25
10518,1,1,0,0,0,7,0,0,0,0,0,11
10519,1,1,6,6,6,6,6,6,6,6,6,6
10520,1,1,3,3,3,3,3,3,3,3,3,3
10520,2,1,0,0,0,0,0,0,0,0,0,0
10521,1,1,12,12,12,12,12,12,12,12,12,12
10522,1,1,35,35,35,35,35,35,35,35,35,35
10523,1,1,10,10,10,10,10,10,10,10,10,10
10524,1,1,16,16,16,16,16,16,16,16,16,16
10525,1,1,0,0,0,0,0,0,0,0,0,0
10527,1,1,0,13,0,0,0,0,0,0,0,0
10528,1,1,25,0,0,0,0,0,0,0,0,0
10529,1,1,0,9,0,0,0,4,0,0,0,0
10530,1,1,0,0,0,0,0,0,0,0,0,0
10530,2,1,0,0,22,0,16,0,0,0,0,0
10530,3,1,0,0,0,0,0,0,0,0,0,0
10531,1,1,39,39,39,39,39,39,39,39,39,39
10532,1,1,0,0,0,0,0,0,0,0,0,0
10532,2,1,0,0,0,0,0,0,0,0,0,0
10533,0,1,30,0,38,25,0,14,13,25,10,0
10533,1,1,0,25,0,0,0,0,0,0,0,0
10534,1,1,0,0,0,0,0,0,0,0,0,0
10534,2,1,0,0,0,0,0,0,0,0,0,0
10535,1,1,16,16,16,16,16,16,16,16,16,16
10536,1,1,19,19,19,19,19,19,19,19,19,19
10537,1,1,22,22,22,22,22,22,22,22,22,22
10537,2,1,0,0,0,0,0,0,0,0,0,0
10537,3,1,0,0,0,0,0,0,0,0,0,4
10538,1,1,25,25,25,25,25,25,25,25,25,25
10538,2,1,0,0,0,7,0,0,8,0,0,0
10539,1,1,16,5,20,0,0,14,0,6,0,0
10540,1,1,0,0,0,0,0,0,0,0,0,0
10540,2,1,0,0,0,0,0,0,0,0,0,0
10541,1,1,0,0,0,0,0,0,0,0,0,0
10541,2,1,0,0,0,0,0,0,0,0,0,0
10542,1,1,0,0,0,0,0,0,0,0,0,0
10543,1,1,0,0,0,0,0,0,0,0,0,0
10544,1,1,0,0,0,0,0,0,0,0,0,0
10545,1,1,0,0,0,0,0,0,0,0,0,0
10546,1,1,0,0,0,0,0,0,0,0,0,0
10546,2,1,0,0,0,0,0,0,0,0,0,0
10546,3,1,0,0,0,0,0,0,0,0,0,0
10547,1,1,0,0,0,9,0,0,0,0,0,0
10547,2,1,0,0,0,0,0,0,0,0,0,0
10548,1,1,0,0,0,0,0,0,0,0,0,0
10548,2,1,0,0,0,0,0,0,0,0,0,0
10549,1,1,8,8,8,8,8,8,8,8,8,8
10549,2,1,0,0,0,0,0,0,0,0,0,0
10550,1,1,4,4,4,4,4,4,4,4,4,4
10551,1,1,18,0,31,0,0,11,0,0,0,0
10552,1,1,0,0,0,0,0,0,0,0,0,0
10552,2,1,0,0,0,0,0,0,0,0,0,0
10553,1,1,27,27,27,27,27,27,27,27,27,27
10554,1,1,5,5,5,5,5,5,5,5,5,5
10554,2,1,0,0,0,0,0,0,0,0,0,9
10555,0,1,0,0,0,0,0,0,0,0,0,0
10555,1,1,0,0,0,0,0,0,0,0,0,0
10556,1,1,0,0,0,0,0,0,0,0,0,0
10557,0,1,0,0,0,0,0,0,0,0,0,0
10557,1,1,0,0,0,0,0,0,0,0,0,0
10558,1,1,0,0,0,0,0,0,0,0,0,0
10558,2,1,0,7,0,0,0,0,0,0,0,0
10559,1,1,0,0,0,0,0,0,0,0,0,0
10559,2,1,0,0,0,0,0,0,0,0,0,0
10560,1,1,0,0,0,0,0,0,0,0,0,0
10561,1,1,0,0,0,0,0,0,0,0,0,0
10561,2,1,0,0,0,0,0,0,0,0,0,0
10562,1,1,12,12,12,12,12,12,12,12,12,12
10563,1,1,12,12,12,12,12,12,12,12,12,12
10564,1,1,0,0,0,0,0,0,0,0,0,0
10565,1,1,0,9,0,0,0,0,15,0,19,0
10566,1,1,0,0,0,0,0,0,0,0,0,0
10567,1,1,14,14,14,14,14,14,14,14,14,14
10568,1,1,0,0,0,0,0,0,0,0,0,0
10569,1,1,0,0,0,0,0,0,0,0,0,0
10570,1,1,11,11,11,11,11,11,11,11,11,11
10571,1,1,0,0,0,0,0,0,0,0,0,0
10571,2,1,0,0,0,0,0,0,0,0,0,0
10572,1,1,0,0,0,0,0,0,0,0,0,0
10572,2,1,0,0,0,0,0,0,0,0,0,0
10573,0,1,0,0,0,0,0,0,0,0,0,0
10573,1,1,0,0,0,0,0,16,0,0,0,0
10574,1,1,32,32,32,32,32,32,32,32,32,32
10575,1,1,26,26,26,26,26,26,26,26,26,26
10576,1,1,0,0,0,0,0,0,0,0,0,0
10577,1,1,0,0,0,0,0,0,0,0,0,0
10578,1,1,0,0,6,24,0,16,0,25,31,22
10579,1,1,9,23,6,19,18,20,6,16,18,18
10580,1,1,0,0,0,0,0,0,0,0,0,0
10580,2,1,0,0,0,0,0,0,0,0,0,0
10581,1,1,7,7,7,7,7,7,7,7,7,7
10581,2,1,0,0,0,0,0,0,0,0,0,0
10581,3,1,15,0,0,0,0,0,0,0,0,0
10582,1,1,0,0,0,0,0,0,0,0,0,0
10582,2,1,0,0,0,0,0,0,0,0,0,0
10583,1,1,0,25,0,0,0,8,0,0,0,0
10583,2,1,0,0,18,0,0,0,0,0,0,0
10583,3,1,0,0,19,0,0,12,0,0,0,0
10584,0,1,32,32,32,32,32,32,32,32,32,32
10584,1,1,0,0,0,0,0,12,0,10,13,11
10585,1,1,0,0,11,0,0,0,0,21,0,0
10585,2,1,10,10,10,10,10,10,10,10,10,10
10586,1,1,19,0,0,0,0,0,0,0,0,21
10586,2,1,0,0,0,0,0,0,0,0,0,0
10587,1,1,0,14,2,0,26,0,0,0,0,0
10587,2,1,0,0,0,16,0,13,0,0,28,22
10589,1,1,0,0,0,0,0,0,0,0,0,0
10589,2,1,0,0,0,0,0,0,0,0,0,0
10589,3,1,0,0,0,0,0,0,0,0,0,0
10590,1,1,10,0,0,0,0,0,0,0,0,0
10590,2,1,0,0,0,0,0,0,0,0,0,0
10591,1,1,0,0,0,0,0,0,0,0,0,0
10591,2,1,0,0,0,0,0,0,0,0,0,0
10592,1,1,0,0,0,20,0,0,0,0,0,0
10593,1,1,21,21,21,21,21,21,21,21,21,21
10594,1,1,0,0,0,19,0,20,0,0,0,3
10594,2,1,8,8,8,8,8,8,8,8,8,8
10595,1,1,0,0,0,0,0,0,0,0,0,0
10595,2,1,0,0,0,0,0,0,0,0,0,15
10595,3,1,0,0,0,0,0,0,0,0,0,0
10596,1,1,0,0,0,11,0,0,0,0,14,0
10596,2,1,0,0,0,0,0,0,0,0,0,0
10597,1,1,0,0,0,0,0,0,0,0,0,0
10597,2,1,0,0,0,0,0,0,14,0,0,0
10598,1,1,0,0,0,0,0,0,0,0,0,0
10598,2,1,0,0,6,0,0,0,0,0,0,0
10599,1,1,0,0,0,14,20,0,0,21,0,0
10599,2,1,0,0,0,0,0,0,0,0,0,0
10600,1,1,0,0,0,0,0,0,0,0,0,23
10601,1,1,0,0,0,0,0,0,0,0,0,0
10602,0,1,28,28,28,28,28,28,28,28,28,28
10602,1,1,0,0,0,0,3,0,0,0,0,0
10603,1,1,22,0,0,0,0,0,0,0,0,0
10603,2,1,0,0,0,0,0,0,0,0,0,0
10604,1,1,0,0,0,0,0,0,0,0,0,0
10604,2,1,0,0,0,0,0,0,0,0,0,0
10605,1,1,0,0,0,0,0,0,0,0,0,0
10606,1,1,4,4,4,4,4,4,4,4,4,4
10607,1,1,5,5,5,5,5,5,5,5,5,5
10608,1,1,0,0,0,0,0,0,0,0,0,0
10609,1,1,0,0,0,0,0,0,0,0,0,0
10610,1,1,0,0,0,0,0,0,0,0,0,0
10610,2,1,0,0,0,0,0,0,0,0,0,0
10611,1,1,0,0,0,0,0,0,0,0,0,0
10612,1,1,0,0,0,0,0,0,0,0,0,0
10612,2,1,0,0,0,0,0,0,0,0,0,0
10614,1,1,0,13,0,0,0,0,0,0,0,0
10614,2,1,0,0,0,0,0,0,0,0,0,0
10615,1,1,0,0,0,0,0,0,0,0,0,0
10616,1,1,0,20,0,20,26,7,9,0,0,0
10617,1,1,0,0,0,0,0,0,0,0,0,0
10618,0,1,0,0,0,0,0,0,0,0,0,0
10618,1,1,8,8,8,8,8,8,8,8,8,8
10618,2,1,0,0,0,0,0,0,0,0,0,0
10619,0,1,0,0,0,12,0,0,0,0,10,0
10619,1,1,0,0,0,19,0,0,0,0,0,13
10620,1,1,11,11,11,11,11,11,11,11,11,11
10621,1,1,0,0,0,0,0,0,0,0,0,0
10621,2,1,0,0,0,0,0,0,0,0,0,0
10622,1,1,0,0,0,0,0,0,0,0,0,0
10623,1,1,0,0,0,0,0,0,0,0,0,0
10624,0,1,27,0,0,27,18,24,0,0,0,21
10624,1,1,0,0,0,0,0,0,0,0,0,0
10625,1,1,27,27,27,27,27,27,27,27,27,27
10626,1,1,0,0,0,0,0,0,0,19,0,0
10626,2,1,0,0,0,0,0,0,0,0,0,0
10627,0,1,0,0,0,0,0,25,36,0,0,16
10627,1,1,0,0,9,0,0,4,0,0,0,10
10628,1,1,20,20,20,20,20,20,20,20,20,20
10629,1,1,0,0,0,0,0,0,0,0,0,0
10629,2,1,0,0,0,0,0,0,0,0,0,0
