STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMCC,NMCCNAME
16,Idaho,160110,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160118,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160144,0,1,0,None Noted
16,Idaho,160146,0,1,0,None Noted
16,Idaho,160152,0,1,0,None Noted
16,Idaho,160154,0,1,6,"Inattentive (Talking, Eating, Etc.)"
16,Idaho,160154,0,1,11,"Dash - Run, No Visual Obstruction Noted"
16,Idaho,160160,0,1,0,None Noted
16,Idaho,160166,0,1,0,None Noted
16,Idaho,160169,0,1,0,None Noted
16,Idaho,160170,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160177,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160177,0,1,6,"Inattentive (Talking, Eating, Etc.)"
16,Idaho,160185,0,1,0,None Noted
16,Idaho,160187,0,1,0,None Noted
16,Idaho,160199,0,1,0,None Noted
16,Idaho,160201,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
16,Idaho,160202,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160202,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
16,Idaho,160203,0,1,9,Wrong-Way Riding or Walking
16,Idaho,160211,0,1,0,None Noted
16,Idaho,160218,0,1,0,None Noted
16,Idaho,160220,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160227,0,1,9,Wrong-Way Riding or Walking
16,Idaho,160233,0,1,0,None Noted
16,Idaho,160238,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160238,0,1,6,"Inattentive (Talking, Eating, Etc.)"
16,Idaho,160241,0,1,0,None Noted
16,Idaho,160243,0,1,0,None Noted
16,Idaho,160245,0,1,2,Failure to Yield Right-Of-Way
16,Idaho,160245,0,1,6,"Inattentive (Talking, Eating, Etc.)"
16,Idaho,160249,0,1,0,None Noted
17,Illinois,170005,0,1,0,None Noted
17,Illinois,170011,0,1,0,None Noted
17,Illinois,170013,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170013,0,1,92,Contributing Circumstance - No Details
17,Illinois,170018,0,1,0,None Noted
17,Illinois,170022,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170024,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170024,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170024,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170027,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170027,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170034,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170034,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170036,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170036,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170039,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170039,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170042,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170042,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170050,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170050,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170051,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170060,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170060,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170063,0,1,0,None Noted
17,Illinois,170065,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170065,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170065,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170069,0,1,99,Reported as Unknown
17,Illinois,170073,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170073,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170075,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170076,0,1,0,None Noted
17,Illinois,170081,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170081,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170085,0,1,0,None Noted
17,Illinois,170088,0,1,0,None Noted
17,Illinois,170094,0,1,0,None Noted
17,Illinois,170097,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170097,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170098,0,1,7,Improper Turn/Merge
17,Illinois,170098,0,1,17,Making Improper Entry to or Exit From Trafficway
17,Illinois,170103,0,1,0,None Noted
17,Illinois,170111,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170113,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170126,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170127,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170127,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170128,0,1,21,Other (Specify:)
17,Illinois,170130,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170132,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170132,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170132,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170146,0,1,0,None Noted
17,Illinois,170152,0,1,0,None Noted
17,Illinois,170153,0,1,0,None Noted
17,Illinois,170156,0,1,0,None Noted
17,Illinois,170157,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170157,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170159,0,1,0,None Noted
17,Illinois,170167,0,1,0,None Noted
17,Illinois,170177,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170177,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170177,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170181,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170181,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170181,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170185,0,1,0,None Noted
17,Illinois,170186,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170186,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170186,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170190,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170190,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170190,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170195,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170195,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170199,0,1,0,None Noted
17,Illinois,170201,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170201,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170202,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170202,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170203,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170203,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170212,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170212,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170216,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170216,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170216,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170218,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170227,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170227,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170227,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170246,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170250,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170250,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170250,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170252,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170270,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170271,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170271,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170280,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170280,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170285,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170293,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170293,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170294,0,1,0,None Noted
17,Illinois,170297,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170302,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170302,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170305,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170305,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170305,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170310,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170310,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170310,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170320,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170320,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170321,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170334,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170334,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170334,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170340,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170345,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170349,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170349,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170349,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170355,0,1,0,None Noted
17,Illinois,170361,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170361,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170381,0,1,13,Failing to Have Lights on When Required
17,Illinois,170381,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170382,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170388,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170391,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170391,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170393,0,1,0,None Noted
17,Illinois,170394,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170400,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170400,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170400,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170401,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170401,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170401,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170403,0,1,99,Reported as Unknown
17,Illinois,170408,0,1,0,None Noted
17,Illinois,170409,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170410,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170410,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170416,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170422,0,1,99,Reported as Unknown
17,Illinois,170424,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170431,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170431,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170431,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170434,0,1,0,None Noted
17,Illinois,170434,0,2,0,None Noted
17,Illinois,170443,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170444,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170444,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170456,0,1,0,None Noted
17,Illinois,170463,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170463,0,1,16,Failure to Keep in Proper Lane or Running Off Road
17,Illinois,170463,0,1,21,Other (Specify:)
17,Illinois,170488,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170488,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170488,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170489,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170491,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170491,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170506,0,1,0,None Noted
17,Illinois,170506,0,2,0,None Noted
17,Illinois,170512,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170514,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170516,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170516,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170525,0,1,0,None Noted
17,Illinois,170531,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170531,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170531,0,1,7,Improper Turn/Merge
17,Illinois,170534,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170534,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170539,0,1,0,None Noted
17,Illinois,170551,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170551,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170551,0,1,21,Other (Specify:)
17,Illinois,170554,0,1,0,None Noted
17,Illinois,170563,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170563,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170565,0,1,0,None Noted
17,Illinois,170575,0,1,1,Dart-Out - Visual Obstruction Noted
17,Illinois,170575,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170575,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170582,0,1,0,None Noted
17,Illinois,170582,0,2,0,None Noted
17,Illinois,170582,0,3,0,None Noted
17,Illinois,170582,0,4,0,None Noted
17,Illinois,170582,0,5,0,None Noted
17,Illinois,170596,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170596,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170599,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170599,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170604,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170604,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170607,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170607,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170608,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170608,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170613,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170624,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170624,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170626,0,1,0,None Noted
17,Illinois,170628,0,1,0,None Noted
17,Illinois,170643,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170643,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170651,0,1,0,None Noted
17,Illinois,170659,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170659,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170662,0,1,0,None Noted
17,Illinois,170668,0,1,0,None Noted
17,Illinois,170670,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170670,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170674,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170685,0,1,99,Reported as Unknown
17,Illinois,170687,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170687,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170691,0,1,21,Other (Specify:)
17,Illinois,170695,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170695,0,1,15,Improper or Erratic Lane Changing
17,Illinois,170700,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170706,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170706,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170706,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170709,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170709,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170711,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170714,0,1,0,None Noted
17,Illinois,170735,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170735,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170735,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170735,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170741,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170741,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170745,0,1,0,None Noted
17,Illinois,170747,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170758,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170758,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170766,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170766,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170774,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170774,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170779,0,1,21,Other (Specify:)
17,Illinois,170791,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170791,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170792,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170793,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170793,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170794,0,1,99,Reported as Unknown
17,Illinois,170795,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170795,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170805,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170805,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170806,0,1,0,None Noted
17,Illinois,170807,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170807,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170810,0,1,99,Reported as Unknown
17,Illinois,170815,0,1,0,None Noted
17,Illinois,170815,0,2,0,None Noted
17,Illinois,170823,0,1,99,Reported as Unknown
17,Illinois,170824,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170824,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170827,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170845,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170847,0,1,99,Reported as Unknown
17,Illinois,170848,0,1,0,None Noted
17,Illinois,170850,0,1,0,None Noted
17,Illinois,170854,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170854,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170854,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170857,0,1,0,None Noted
17,Illinois,170863,0,1,0,None Noted
17,Illinois,170869,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170869,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170872,0,1,7,Improper Turn/Merge
17,Illinois,170874,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170874,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170879,0,1,0,None Noted
17,Illinois,170879,0,2,0,None Noted
17,Illinois,170879,0,3,0,None Noted
17,Illinois,170882,0,1,0,None Noted
17,Illinois,170885,0,1,0,None Noted
17,Illinois,170888,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170890,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170890,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170890,0,2,2,Failure to Yield Right-Of-Way
17,Illinois,170890,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170893,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170893,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170904,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170904,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170905,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170905,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170906,0,1,0,None Noted
17,Illinois,170910,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170910,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170917,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170917,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170920,0,1,0,None Noted
17,Illinois,170921,0,1,0,None Noted
17,Illinois,170923,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170923,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170926,0,1,0,None Noted
17,Illinois,170928,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170929,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170929,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170929,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170932,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170932,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,170932,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170936,0,1,0,None Noted
17,Illinois,170938,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170938,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170941,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170949,0,1,7,Improper Turn/Merge
17,Illinois,170950,0,1,0,None Noted
17,Illinois,170952,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170955,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170957,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170957,0,1,9,Wrong-Way Riding or Walking
17,Illinois,170958,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,170958,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170960,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170964,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170964,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,170964,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170964,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170967,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,170968,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170968,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170979,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170979,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,170979,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,170982,0,1,0,None Noted
17,Illinois,170984,0,1,0,None Noted
17,Illinois,170993,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,170993,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171002,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171002,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171004,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171004,0,1,9,Wrong-Way Riding or Walking
17,Illinois,171005,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171008,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171008,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,171010,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171024,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171024,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171027,0,1,13,Failing to Have Lights on When Required
17,Illinois,171029,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171029,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171031,0,1,9,Wrong-Way Riding or Walking
17,Illinois,171034,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171034,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171036,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
17,Illinois,171036,0,1,7,Improper Turn/Merge
17,Illinois,171043,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171047,0,1,92,Contributing Circumstance - No Details
17,Illinois,171049,0,1,0,None Noted
17,Illinois,171054,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171054,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
17,Illinois,171057,0,1,6,"Inattentive (Talking, Eating, Etc.)"
17,Illinois,171072,0,1,0,None Noted
17,Illinois,171085,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171088,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171088,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171088,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
17,Illinois,171093,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171093,0,1,11,"Dash - Run, No Visual Obstruction Noted"
17,Illinois,171093,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171101,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171101,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171101,0,1,21,Other (Specify:)
17,Illinois,171104,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171104,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171106,0,1,0,None Noted
17,Illinois,171113,0,1,0,None Noted
17,Illinois,171114,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171114,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171123,0,1,2,Failure to Yield Right-Of-Way
17,Illinois,171123,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
17,Illinois,171124,0,1,0,None Noted
17,Illinois,171126,0,1,2,Failure to Yield Right-Of-Way
