ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
450624,17,17,17,17,17,17,17,17,17,17
450625,0,0,0,0,10,0,0,0,0,0
450626,0,0,0,0,0,0,0,0,0,0
450627,0,0,0,0,0,0,0,0,0,0
450628,26,10,10,15,10,16,10,10,13,10
450629,24,24,24,24,24,24,24,24,24,24
450630,24,10,0,11,23,16,7,15,20,0
450631,22,22,22,22,22,22,22,22,22,22
450632,0,0,0,0,0,0,0,0,0,0
450633,6,0,0,0,0,14,0,15,0,0
450634,0,0,0,0,27,12,19,20,0,35
450635,13,0,0,0,0,0,0,7,0,0
450636,0,0,10,0,0,0,0,0,0,0
450637,0,0,0,0,0,0,0,0,0,0
450638,11,16,11,11,11,11,11,11,11,11
450639,35,35,35,35,35,35,35,35,35,35
450640,0,0,0,11,0,0,0,8,4,0
450641,13,13,13,13,13,13,13,13,13,13
450642,0,0,0,0,0,0,0,0,0,0
450643,0,0,11,24,0,0,0,0,0,18
450644,0,0,0,18,0,0,0,0,6,24
450645,16,16,16,16,16,16,16,16,16,16
450646,0,28,10,30,16,18,16,0,0,8
450647,0,0,0,0,0,0,0,0,0,0
450648,21,37,10,0,0,15,20,16,11,0
450649,0,0,0,0,0,0,0,0,0,0
450650,14,14,14,14,14,14,14,14,14,14
450651,24,24,24,24,24,24,24,24,24,24
450652,0,27,9,23,0,10,0,0,0,0
450653,4,17,34,0,0,0,0,0,31,0
450654,0,7,0,0,0,0,0,0,0,0
450655,0,0,0,0,0,0,0,0,0,7
450656,0,0,0,0,24,9,0,0,0,0
450657,0,0,0,0,0,0,4,0,0,15
450658,5,0,0,0,0,0,23,11,0,0
450659,9,17,0,0,0,0,17,0,16,0
450660,0,0,0,0,0,0,0,0,0,0
450661,0,23,0,0,0,11,0,16,0,0
450662,0,27,16,0,16,0,0,22,0,0
450663,16,26,0,0,0,0,28,0,0,0
450664,0,0,17,18,0,18,10,23,0,13
450665,0,23,0,0,0,0,0,0,0,0
450666,0,0,0,0,0,0,0,0,0,0
450667,0,0,0,0,0,0,0,0,0,0
450668,9,33,13,6,13,13,3,24,9,22
450669,14,12,0,5,13,15,8,17,14,6
450670,0,0,0,0,0,0,0,17,0,3
450671,15,15,15,15,15,15,15,15,15,15
450672,0,23,11,29,0,9,14,0,25,7
450673,0,0,0,21,0,0,11,0,0,27
450674,4,12,0,0,0,27,7,18,28,23
450675,0,0,0,0,0,0,0,0,0,0
450676,0,0,0,0,0,0,0,0,0,23
450677,0,0,12,0,0,0,5,0,0,0
450678,17,19,0,12,15,32,17,7,9,32
450679,0,0,0,0,0,0,8,0,0,0
450680,21,21,21,21,21,21,21,21,21,21
450681,17,0,0,0,0,0,0,0,0,0
450682,22,22,22,22,22,24,22,22,22,22
450683,0,0,0,10,5,0,0,0,22,0
450684,0,0,0,0,14,0,0,0,12,0
450685,19,14,15,23,0,13,10,0,0,28
450686,39,39,39,39,39,39,39,39,39,39
450687,21,21,21,21,21,21,21,21,21,21
450689,26,26,26,26,26,26,26,26,26,26
450690,0,0,0,0,17,0,0,0,15,0
450691,0,11,0,0,0,23,0,0,0,0
450692,0,0,0,0,0,0,0,0,0,0
450693,22,13,6,8,9,14,12,3,23,10
450694,0,0,0,0,0,0,0,0,12,0
450695,0,0,0,0,0,0,0,0,0,0
450696,0,0,27,0,0,24,31,11,0,0
450697,0,21,0,17,0,0,21,0,0,0
450698,31,31,31,31,31,31,31,31,31,31
450699,0,0,0,0,0,0,0,0,0,0
450700,8,8,8,8,8,8,8,8,8,8
450701,20,20,20,20,20,20,20,20,20,20
450702,0,0,0,0,0,0,0,0,0,0
450703,0,16,0,28,0,22,13,13,0,10
450704,12,12,12,12,12,12,12,12,12,12
450706,0,0,0,0,0,0,0,0,0,0
450707,0,0,0,0,0,15,0,0,0,0
450708,0,0,0,0,0,0,0,0,0,0
450709,4,4,4,4,4,4,4,20,4,4
450710,0,0,18,18,27,11,19,0,11,10
450711,0,0,0,10,0,0,15,0,15,0
450712,0,0,12,0,21,13,17,8,19,16
450713,12,12,12,12,12,12,12,12,12,12
450714,30,30,30,30,30,30,30,30,30,30
450715,0,0,0,0,12,0,0,0,0,7
450716,24,24,24,24,24,24,24,24,24,24
450717,0,0,18,0,0,0,0,15,0,0
450718,18,20,32,18,18,18,18,18,18,18
450719,0,0,0,0,0,0,0,0,0,0
450720,0,0,0,0,0,0,0,0,6,0
450721,0,9,21,0,2,0,6,0,0,0
450722,0,0,0,0,0,0,0,0,0,0
450723,17,23,35,9,38,4,0,6,21,19
450724,0,0,0,0,0,0,0,0,0,0
450725,5,5,5,5,5,5,5,5,5,5
450726,14,14,14,14,14,14,14,14,14,14
450727,0,17,0,20,0,13,0,34,25,19
450728,0,0,0,0,0,0,0,0,0,0
450729,0,0,0,16,0,17,0,16,14,0
450730,0,0,0,0,0,0,0,0,0,0
450731,0,0,0,0,0,0,0,0,0,0
450732,19,0,0,0,0,0,0,0,0,0
450733,0,11,28,11,0,6,12,15,21,0
450734,0,0,0,0,0,0,0,0,0,0
450735,0,0,0,0,0,19,0,0,13,0
450736,7,18,13,10,0,10,2,0,0,0
450737,0,0,0,0,0,0,0,0,0,0
450738,0,0,0,0,0,0,0,0,0,0
450739,23,23,23,23,23,23,23,23,23,23
450740,9,0,19,0,0,15,0,20,16,0
450741,23,23,23,23,23,23,23,23,23,23
450742,16,16,16,16,16,16,16,16,16,16
450743,0,0,0,0,0,22,0,0,0,0
450744,0,0,0,0,0,0,0,0,0,0
450745,0,0,0,0,0,0,0,0,19,0
450746,9,23,12,13,15,36,11,7,25,10
450747,0,0,0,0,0,0,0,0,0,0
450748,0,0,0,0,0,0,0,0,0,0
450749,18,18,18,18,18,18,18,18,18,18
450750,14,19,28,5,14,22,6,0,28,0
450751,29,29,29,29,29,29,29,29,29,29
450752,8,0,30,19,16,10,15,22,9,0
450753,0,0,0,0,0,0,21,0,0,0
450754,0,0,0,0,0,0,0,0,0,0
450755,0,0,0,0,0,0,0,0,0,0
450756,0,0,29,0,0,21,0,0,24,0
450757,0,0,0,0,0,0,0,7,0,0
450758,19,0,0,0,0,21,31,0,0,0
450759,0,0,0,12,0,0,0,6,5,0
450760,16,0,0,18,0,0,0,0,0,25
450761,15,15,15,15,15,15,15,15,15,15
450762,17,14,14,14,14,14,14,14,14,14
450763,0,20,10,0,0,0,0,18,0,14
450764,4,4,4,4,4,4,4,4,4,4
450765,11,11,11,11,11,11,11,11,11,11
450766,0,0,0,0,0,0,0,0,0,0
450767,17,17,17,17,17,17,17,17,17,17
450768,0,0,0,0,0,0,26,0,0,0
450769,5,5,5,5,5,5,5,5,5,5
450770,0,0,0,0,0,0,0,0,0,0
450771,28,17,15,28,28,41,38,31,17,11
450772,0,0,0,0,0,0,0,0,0,0
450773,0,15,0,0,14,0,0,20,0,17
450774,0,0,0,0,29,0,0,0,0,0
450775,22,22,22,22,22,22,22,22,22,22
450776,0,0,17,0,0,13,13,14,24,7
450777,20,20,20,20,20,20,20,20,20,20
450778,0,0,0,0,0,0,7,0,0,0
450779,5,5,5,5,5,5,5,5,5,5
450780,0,0,0,2,0,0,18,0,0,0
450781,28,28,28,28,28,28,28,28,28,28
450782,0,0,10,12,0,10,0,24,0,0
450783,0,0,0,0,0,0,0,0,0,0
450784,0,0,0,0,0,0,0,0,0,0
450785,12,0,0,0,0,0,0,0,0,0
450786,12,11,0,6,0,0,0,11,0,0
450787,28,28,28,28,28,28,28,28,28,28
450788,0,0,0,0,0,0,9,0,0,0
450789,0,0,0,0,6,10,0,0,0,0
450790,9,9,9,9,9,9,9,9,9,9
450791,0,13,0,12,0,24,0,0,0,8
450792,17,9,9,9,30,9,9,9,9,9
450793,8,0,0,15,28,0,0,0,10,29
450794,38,38,38,38,38,38,38,38,38,38
450795,9,17,15,10,19,23,12,22,19,29
450796,26,26,26,26,26,26,26,26,26,26
450797,0,0,0,0,0,0,0,22,0,0
450798,0,0,12,0,0,0,0,0,0,0
450799,25,25,25,25,25,25,25,25,25,25
450800,12,12,12,22,12,12,18,12,12,12
450801,29,29,29,29,29,29,29,29,29,29
450802,0,21,0,0,0,24,0,0,0,0
450803,23,23,23,23,23,23,23,23,23,23
450804,16,16,16,16,16,16,16,16,16,16
450805,0,17,0,0,0,0,0,0,0,0
450806,0,0,19,0,0,0,0,3,36,0
450807,0,22,23,28,22,14,9,39,33,9
450808,0,0,0,0,0,0,0,0,0,0
450809,0,0,0,0,0,0,0,0,0,0
450810,30,0,0,0,0,0,0,0,0,0
450811,6,6,6,6,6,6,6,6,6,6
450812,0,0,14,0,0,0,0,0,0,3
450813,0,0,0,0,0,28,0,0,0,0
450814,21,21,21,21,21,21,21,21,21,21
450815,4,4,4,4,8,19,6,9,4,25
450816,0,0,0,0,0,0,0,15,19,0
450817,19,19,19,19,19,19,19,19,19,19
450818,0,0,0,0,0,0,0,0,0,0
450819,0,0,0,0,0,17,0,0,0,0
450820,0,0,0,0,0,0,0,0,0,0
450821,21,21,21,21,21,21,21,21,21,21
450822,15,0,0,0,0,0,6,10,0,0
450823,20,21,21,13,4,18,16,3,15,21
450824,19,19,19,21,19,19,19,19,19,19
450825,7,6,0,18,24,0,23,20,0,0
450826,18,18,18,18,18,18,18,18,18,18
450827,15,15,15,15,15,15,15,15,15,15
450828,0,17,0,0,0,0,0,0,24,28
450829,0,0,0,0,0,19,0,0,0,0
450830,0,0,11,0,0,0,0,0,0,0
450831,16,16,16,16,16,16,16,16,16,16
450832,0,6,0,13,0,0,0,0,0,23
450833,17,17,17,17,17,17,17,17,17,17
450834,0,15,0,12,15,5,30,23,12,0
450835,2,0,0,0,13,0,13,10,0,27
450836,25,25,25,25,25,25,25,25,25,25
450837,33,0,0,15,10,0,9,0,25,18
450838,18,18,18,18,18,18,18,18,18,18
450839,5,5,5,5,5,5,5,5,5,5
450840,0,8,0,10,0,0,0,0,0,0
450841,0,0,0,0,0,0,0,0,0,0
450842,0,0,20,8,0,16,17,24,0,9
450843,9,0,0,26,16,0,9,3,4,0
450844,0,9,0,9,0,0,0,0,0,0
450845,16,26,21,25,23,35,13,37,16,20
450846,29,12,12,12,12,21,22,12,16,13
450847,27,9,8,8,16,0,16,9,0,0
450848,30,0,8,0,0,0,0,20,0,14
450849,0,0,19,17,0,0,0,0,17,0
450850,24,10,11,27,8,6,8,19,14,21
450851,47,47,47,47,47,47,47,47,47,47
450852,0,0,28,19,14,18,24,16,15,0
450853,0,0,10,0,0,21,0,0,0,16
450854,11,3,0,0,0,0,0,0,0,0
450855,26,26,26,26,26,26,26,26,26,26
450856,0,24,20,11,19,7,9,20,2,24
450857,27,27,27,27,27,27,27,27,27,27
450858,3,17,8,23,14,26,15,6,21,12
450859,8,0,21,0,0,0,0,0,15,0
450860,30,0,11,0,28,0,0,0,9,30
450861,0,20,4,24,8,0,7,30,13,4
450862,0,0,0,0,0,0,0,0,0,0
450863,0,0,0,0,0,0,0,0,0,0
450864,0,5,0,0,0,0,0,0,0,10
450865,16,16,16,16,16,16,16,16,16,16
450866,0,0,19,0,0,0,0,0,0,0
450867,0,0,13,27,26,9,0,22,0,0
450868,17,17,17,17,17,17,17,17,17,17
450869,29,29,29,29,29,29,29,29,29,29
450870,14,14,17,14,14,14,14,14,14,14
450871,0,0,0,0,0,0,0,0,0,0
450872,0,0,0,0,16,4,0,0,0,0
450873,7,10,0,22,0,0,16,0,0,0
450874,8,8,8,8,11,8,19,17,8,8
450875,12,26,12,16,12,12,12,12,12,16
450876,18,18,18,18,18,18,18,18,18,18
450877,32,32,32,32,32,32,32,32,32,32
450878,0,0,0,0,0,0,20,0,24,0
450879,16,16,16,16,16,16,16,16,16,16
450881,21,21,21,21,21,21,21,21,21,21
450882,18,18,18,18,18,18,18,18,18,18
450883,0,8,14,0,0,0,6,21,0,25
450884,9,0,0,0,0,14,0,0,0,0
450885,0,0,0,0,0,0,0,0,0,0
450886,0,0,0,0,0,0,0,0,0,0
450887,8,0,0,24,0,0,0,0,28,0
450888,0,0,0,0,0,0,0,0,0,0
450889,0,0,0,0,0,0,0,0,0,0
450890,0,0,0,0,0,0,0,0,0,0
450891,0,0,0,0,0,0,0,0,0,0
450892,0,0,0,0,0,0,0,0,19,26
450893,27,27,27,27,27,27,27,27,27,27
450894,6,6,6,6,6,6,6,6,6,6
450895,22,22,22,22,22,22,22,22,22,22
450896,32,32,32,32,32,32,32,32,32,32
450897,13,13,19,13,13,14,14,13,13,13
450898,25,25,25,25,25,25,25,25,25,25
450899,22,4,14,28,8,29,11,20,5,23
450900,0,0,0,13,13,0,0,0,0,0
450901,0,0,0,0,4,0,0,0,0,0
450902,16,0,0,0,0,0,0,0,0,0
450903,23,23,23,23,23,23,23,23,23,23
450904,23,23,23,23,23,23,23,23,23,23
450905,0,0,0,0,0,0,0,0,8,0
450906,0,0,0,0,0,0,0,0,0,14
450907,21,21,21,21,21,21,21,21,21,21
450908,27,27,27,27,27,27,27,27,27,27
450909,0,0,0,10,0,0,0,7,6,0
450910,0,26,0,0,0,0,23,0,33,0
450911,12,0,19,0,0,0,5,13,7,0
450912,0,0,0,0,0,0,20,0,0,0
450913,0,0,0,0,0,0,0,0,0,0
450914,0,0,0,0,0,0,0,0,0,0
450915,0,0,0,0,0,0,0,0,0,0
450916,0,0,0,0,0,0,0,0,0,0
450917,0,0,0,0,0,14,0,24,2,0
450918,0,15,0,9,0,0,0,0,0,0
450919,20,20,20,20,20,20,20,20,20,20
450920,12,0,21,12,23,0,0,0,14,26
450921,17,17,11,13,0,0,4,0,0,0
450922,0,5,0,0,0,13,0,0,8,0
450923,10,0,12,0,7,0,0,0,0,0
450924,13,15,11,5,13,5,19,12,21,20
450925,0,19,0,8,5,0,0,19,14,17
450926,0,0,17,0,0,0,16,14,27,7
450927,12,12,25,12,39,37,0,16,21,29
450928,0,8,8,5,4,0,0,0,0,0
450929,0,0,0,0,0,0,0,0,0,0
450930,0,0,9,13,0,0,0,0,0,33
450931,0,0,0,0,0,0,0,0,0,0
450932,16,16,16,16,16,16,16,16,16,16
450933,18,21,15,17,25,20,24,26,22,16
450934,0,0,0,8,0,0,22,0,0,0
450935,0,0,0,8,0,0,0,19,0,0
450936,0,0,0,0,30,0,10,30,0,0
450937,23,23,23,23,23,23,23,23,23,23
450938,0,0,0,0,0,0,0,0,0,0
450939,24,0,0,26,5,13,8,23,15,35
450940,0,0,23,0,0,16,21,0,0,0
450941,22,22,22,22,22,22,22,22,22,22
450942,0,10,0,0,0,12,0,0,0,2
450943,16,13,15,0,0,0,0,0,15,29
450944,0,0,0,0,0,0,0,14,9,0
450945,0,0,0,0,0,0,0,0,13,0
450946,0,0,0,0,0,0,0,0,0,0
450947,0,0,0,0,0,0,0,0,0,0
450948,0,0,0,0,0,0,0,0,0,0
450949,9,9,15,9,9,9,9,9,9,9
450950,24,24,24,24,24,24,24,24,24,24
450951,0,0,0,0,0,0,0,0,0,0
450952,13,0,0,0,0,0,0,0,0,0
450953,0,10,0,0,0,0,13,0,0,33
450954,27,27,27,27,27,27,27,27,27,27
450955,6,0,0,24,0,0,0,0,6,0
450956,0,0,0,0,0,0,0,0,0,0
450957,0,0,0,0,0,0,0,0,0,0
450958,0,0,0,0,0,0,0,0,0,0
450959,0,0,0,0,16,0,18,0,0,0
450960,0,0,0,0,0,0,0,0,0,0
450961,0,0,0,0,0,0,0,0,0,30
450962,22,22,22,22,22,22,22,22,22,22
450963,0,0,0,0,0,0,0,0,0,0
450964,0,0,0,21,0,0,0,0,0,22
450966,16,16,16,16,16,16,16,16,16,16
450967,0,0,18,0,0,0,0,25,0,34
450968,0,0,0,0,0,0,0,0,0,0
450969,0,0,0,0,0,0,0,0,0,0
450970,17,17,17,17,17,17,17,17,17,17
450971,0,15,0,0,0,0,0,0,0,11
450972,0,0,0,0,0,29,0,0,0,0
450973,0,0,0,0,0,0,0,0,0,0
450974,26,0,0,0,10,0,0,0,12,0
450975,26,26,26,26,26,26,26,26,26,26
450976,16,17,6,11,20,23,7,17,6,0
450977,0,0,0,0,0,0,0,0,0,0
450978,0,0,0,15,0,0,0,0,0,0
450979,0,0,0,11,24,0,0,16,0,0
450980,17,0,0,8,6,0,0,0,0,0
450981,5,14,10,11,13,10,0,0,15,0
450982,0,0,0,0,0,18,0,10,0,21
450983,0,0,0,0,0,0,0,0,0,0
450984,39,39,39,39,39,39,39,39,39,39
450985,0,0,0,0,0,0,0,0,0,0
450986,20,9,9,9,9,9,9,9,9,9
460001,0,0,0,0,0,0,0,0,0,0
460002,0,0,0,0,0,0,0,0,23,0
460003,0,0,22,0,5,24,28,15,0,0
460004,0,0,0,0,0,0,0,0,0,0
460005,27,27,27,27,27,27,27,27,27,27
460006,0,0,4,0,0,0,0,0,0,0
460007,0,0,0,0,0,0,0,0,0,0
460008,0,0,0,0,0,0,25,0,0,0
460009,0,0,29,0,0,0,43,9,0,0
460010,0,0,11,0,0,0,12,0,0,0
460011,17,0,20,0,23,0,33,20,0,0
460012,0,0,0,0,0,0,0,0,0,0
460013,16,16,16,16,16,16,16,16,16,16
460014,24,24,24,24,24,24,24,24,24,24
460015,0,0,13,0,0,0,0,0,0,26
460016,0,0,0,0,0,0,0,0,0,0
460017,8,0,0,28,23,48,29,42,30,10
460018,20,14,0,12,5,11,23,23,9,9
460019,0,0,0,0,0,0,0,0,0,0
460020,27,27,27,27,27,27,27,27,27,27
460021,17,17,17,17,17,17,17,17,17,17
460022,25,25,25,25,25,25,25,25,25,25
460023,0,0,0,0,0,0,0,0,0,0
460024,8,0,0,0,17,0,0,0,0,0
460025,2,9,0,0,0,16,35,18,22,0
460026,12,12,12,12,12,12,12,12,12,12
460027,0,0,0,0,0,0,0,0,0,0
460028,25,25,25,25,25,25,25,25,25,25
460029,0,0,0,0,0,0,0,0,0,0
460030,0,0,0,0,0,0,0,0,0,0
460031,0,0,0,0,0,0,0,0,0,0
460032,0,0,0,0,0,0,0,0,0,0
460033,19,19,19,19,19,19,19,19,19,19
460034,20,0,12,16,0,15,0,0,0,0
460035,0,0,32,0,0,0,0,0,0,0
460036,3,3,3,3,3,3,3,3,3,3
460037,0,0,0,0,0,0,0,0,0,0
460038,17,17,17,17,17,17,17,17,17,17
460039,0,0,0,0,13,0,0,21,0,0
460040,0,0,18,13,0,0,0,0,18,26
460041,0,0,0,0,0,0,0,0,0,0
460042,27,27,27,27,27,27,27,27,27,27
460043,0,0,0,0,0,0,0,0,0,0
460044,0,0,0,0,0,0,0,0,0,0
460045,0,0,0,0,0,0,0,34,0,0
460046,0,0,0,0,12,0,0,0,0,0
460047,2,0,0,0,0,0,0,0,0,0
460048,0,0,0,0,0,0,0,0,0,0
460049,0,0,0,0,0,0,0,0,0,0
460050,0,0,0,0,0,0,0,0,0,0
460051,9,9,9,9,9,9,9,9,9,9
460052,0,0,0,0,0,0,0,0,0,0
460053,30,30,30,30,30,30,30,30,30,30
460054,13,25,10,25,22,11,25,23,16,21
460055,16,16,16,16,16,16,16,16,16,16
460056,36,18,5,9,44,31,13,38,25,14
460057,0,0,0,0,0,0,0,0,0,0
460058,0,27,0,11,12,0,0,0,0,0
460060,1,1,1,1,1,1,1,1,1,1
460061,0,7,0,0,0,0,0,0,12,15
460062,1,1,1,1,1,1,1,1,1,1
460063,0,0,0,0,0,0,0,0,0,0
460064,11,26,0,22,6,0,0,0,32,14
460065,1,1,1,1,1,1,1,1,1,1
460066,0,0,0,0,0,0,0,0,0,0
460067,0,17,0,0,0,10,17,30,23,10
460068,21,21,21,21,21,21,21,21,21,21
460069,0,0,0,0,0,0,0,0,0,0
460070,0,0,0,0,0,0,0,0,0,0
460071,0,0,0,0,12,0,0,0,0,0
460072,0,0,0,0,0,0,0,0,0,0
460073,0,0,0,0,0,0,0,0,0,0
460074,0,0,13,0,0,0,7,0,0,0
460075,0,0,0,12,0,0,38,0,0,0
460076,0,0,0,0,0,0,0,0,0,0
460077,0,0,0,0,0,0,0,0,0,0
460078,0,0,0,0,0,0,0,0,0,0
460079,0,0,0,0,0,0,0,0,0,0
460080,0,0,0,0,0,0,0,0,0,0
460081,0,0,0,0,0,0,0,0,0,0
460082,15,0,12,13,28,20,13,2,18,25
460083,0,0,0,0,0,0,0,0,28,0
460084,19,14,14,19,32,0,0,0,0,0
460085,13,13,13,13,13,13,13,13,13,13
460086,45,0,27,0,0,0,0,0,0,0
460087,16,16,16,16,16,16,16,16,16,16
460088,0,0,0,0,24,0,0,0,0,7
460089,0,0,0,0,0,0,0,0,15,5
460090,0,0,0,21,0,0,0,0,0,0
460091,10,10,10,10,10,10,10,10,10,10
460092,25,0,0,0,0,40,13,0,36,21
460093,0,0,0,0,0,0,0,0,0,0
460094,0,0,0,0,0,0,0,0,0,0
460095,0,0,0,0,0,15,0,0,0,0
460096,0,0,44,0,0,0,0,0,15,9
460097,17,17,17,17,17,17,17,17,17,17
460098,14,14,12,9,11,26,18,0,32,0
460099,6,6,6,6,6,6,6,6,6,6
460100,0,0,0,0,0,0,0,0,0,0
460101,0,0,0,0,20,0,0,0,27,11
460102,0,10,10,0,0,0,25,0,0,6
460103,0,9,12,0,6,7,15,20,0,11
460104,18,0,0,20,2,10,14,15,22,21
460105,9,22,0,0,0,0,0,0,0,19
460106,0,0,0,0,0,0,0,0,0,0
460107,14,18,0,0,25,0,21,12,0,0
460108,0,0,0,0,0,0,0,0,0,0
460109,19,19,19,19,19,19,19,19,19,19
460110,0,0,0,0,26,0,0,0,0,0
460111,13,25,14,21,38,15,24,19,18,25
460112,0,15,0,0,0,0,0,0,22,0
460113,35,0,12,0,11,20,16,23,0,9
460114,0,0,0,29,0,0,19,0,0,0
460115,0,0,0,0,0,24,0,0,6,0
460116,0,0,0,0,0,0,0,0,0,0
460117,24,37,24,15,12,0,14,0,0,40
460118,8,8,8,8,8,8,8,8,8,8
460119,1,1,1,1,1,1,1,1,1,1
460120,0,0,0,0,0,0,0,38,32,0
460121,0,11,9,15,13,17,0,20,14,14
460122,0,0,0,0,0,0,0,0,0,30
460123,18,18,18,18,18,18,18,18,18,42
460124,0,0,0,0,0,0,0,0,0,0
460125,0,0,0,0,0,0,0,0,0,0
460126,1,1,1,1,1,1,1,1,1,1
460127,0,0,0,0,0,0,0,0,0,0
460128,5,5,5,5,5,5,5,5,5,5
460129,0,0,0,0,0,20,0,0,0,0
470001,19,19,19,19,19,19,19,19,19,19
470002,0,0,0,0,0,0,0,0,0,0
470003,26,26,26,26,26,26,26,26,26,26
470004,19,19,19,19,19,19,19,19,19,19
470005,16,16,16,16,16,16,16,16,16,16
470006,0,0,0,0,0,0,0,0,0,0
470007,11,11,11,11,11,11,11,11,11,11
470008,26,26,26,26,26,26,26,26,26,26
470009,0,0,0,0,0,0,0,0,0,0
470010,19,19,19,19,19,19,19,19,19,19
470011,27,27,27,27,27,27,27,27,27,27
470013,12,12,12,12,12,12,12,12,12,12
470015,0,0,0,0,0,0,0,0,0,0
470016,23,23,23,23,23,23,23,23,23,23
470017,0,0,0,0,0,0,0,0,0,0
470018,0,0,0,0,0,0,0,0,0,0
470019,14,10,8,41,9,10,18,25,15,8
470020,0,0,0,0,0,0,0,0,0,0
470021,0,0,0,0,0,0,0,0,0,0
470022,0,0,0,0,0,0,0,0,0,0
470023,0,0,0,0,0,0,0,0,0,0
470024,0,0,0,0,0,0,0,0,0,0
470025,0,12,0,0,0,0,0,0,0,0
470026,0,0,0,0,0,0,0,0,0,0
470027,0,0,0,0,0,0,0,0,0,0
470028,9,9,9,9,9,9,9,9,9,9
470029,0,0,0,0,0,0,0,0,0,0
470030,19,19,19,19,19,19,19,19,19,19
470031,0,0,0,0,0,0,0,0,0,0
470032,0,0,0,0,0,0,0,0,0,0
470033,19,19,19,19,19,19,19,19,19,19
470034,0,0,0,0,0,0,0,0,0,0
470035,0,0,12,0,19,0,16,0,0,0
470036,0,0,0,0,0,0,0,0,0,0
470037,0,0,0,17,0,0,0,0,42,0
470038,14,14,14,14,14,14,14,14,14,14
470039,0,0,0,0,0,0,0,0,0,11
470040,0,0,0,0,0,0,0,0,0,0
470041,12,21,0,0,13,0,0,0,0,0
470042,0,0,0,0,0,0,0,0,0,37
470043,0,0,0,0,0,0,0,15,0,0
470044,0,0,0,0,0,0,0,0,0,32
470045,0,0,0,0,0,8,0,0,7,0
470046,0,0,0,0,0,0,0,0,0,0
470047,0,0,0,0,0,0,0,0,0,0
470048,0,0,0,23,15,0,36,0,0,0
470049,37,37,37,37,37,37,37,37,37,37
470050,0,0,0,0,0,0,0,0,0,5
470051,0,0,0,0,0,0,0,0,0,0
470052,12,0,9,14,0,0,26,0,0,0
470053,23,23,23,23,23,23,23,23,23,23
470054,0,0,0,0,0,0,0,0,0,0
470055,22,22,22,22,22,22,22,22,22,22
470056,0,0,0,14,0,0,5,0,10,15
470057,0,0,0,0,0,0,0,0,0,0
470058,26,26,26,26,26,26,26,26,26,26
470059,0,0,0,0,0,0,0,0,0,0
470060,0,0,0,0,0,0,0,0,0,0
470061,0,0,0,22,0,0,0,0,0,0
470062,0,0,0,0,0,0,0,0,0,0
470063,0,0,0,0,0,0,0,0,0,0
470065,19,19,19,19,19,19,19,19,19,19
470066,11,11,11,11,11,11,11,11,11,11
470067,0,0,0,0,20,0,0,0,0,0
470068,30,30,30,30,30,30,30,30,30,30
470069,15,0,0,0,0,0,0,0,0,0
470070,0,0,0,0,0,0,0,0,0,0
470071,4,4,4,4,4,4,4,4,4,4
470072,0,12,0,0,0,12,0,0,0,0
470073,0,0,0,0,0,0,0,0,0,0
470074,0,0,0,0,0,0,0,0,0,0
470075,0,0,0,0,0,0,0,0,0,0
470076,0,0,0,0,0,0,0,0,0,0
470077,0,0,0,0,0,0,0,15,0,9
470078,0,8,0,0,0,0,0,0,0,0
470079,19,19,19,19,19,19,19,19,19,19
470080,0,0,0,0,0,0,0,0,0,0
470081,0,0,0,0,0,0,0,0,0,0
470082,0,0,0,0,0,0,0,0,0,0
470083,0,0,0,0,0,0,0,0,0,0
470084,0,0,0,0,0,0,0,29,0,0
470085,19,19,19,19,19,19,19,19,19,19
470086,0,31,0,0,0,0,0,0,0,0
470087,14,14,14,14,14,14,14,14,14,14
470088,15,15,15,15,15,15,15,15,15,15
470089,0,0,9,0,31,11,0,0,0,0
470090,0,0,0,0,0,0,0,0,0,0
470091,0,0,0,0,0,0,0,0,0,0
470092,17,17,17,17,17,17,17,17,17,17
470093,7,13,12,12,7,7,7,7,12,7
470094,0,0,0,0,0,17,0,0,0,16
470095,13,13,13,13,13,13,13,13,13,13
470096,37,11,6,7,23,12,11,19,18,36
470098,0,0,0,0,0,0,0,0,0,0
470099,30,30,30,30,30,30,30,30,30,30
470100,25,25,25,25,25,25,25,25,25,25
470101,29,29,29,29,29,29,29,29,29,29
470102,0,0,0,0,8,12,13,8,21,0
470103,0,0,7,0,0,0,11,10,0,0
470104,10,10,10,10,10,10,10,10,10,10
470105,22,22,22,22,22,22,22,22,22,22
470107,0,0,0,0,0,0,0,0,0,0
470108,0,0,0,0,9,0,0,0,0,0
470109,0,0,0,0,0,0,0,0,0,0
470110,0,0,0,0,0,0,0,0,0,0
470111,0,0,0,0,0,0,0,0,0,0
470112,0,0,0,0,0,0,0,0,0,0
470113,0,0,0,0,0,0,0,0,6,0
470114,0,0,0,0,0,0,0,0,0,0
470115,0,0,0,0,0,0,0,0,0,0
470116,0,0,0,0,0,0,0,0,0,0
470117,0,0,0,0,0,0,0,0,0,0
470118,0,0,0,0,0,0,0,0,0,0
470119,25,25,25,25,25,25,25,25,25,25
470120,0,0,0,0,0,0,0,0,0,0
470121,0,0,0,13,0,0,0,0,31,0
470122,0,0,0,0,0,0,0,0,0,0
470123,4,4,4,4,4,4,4,4,4,4
470124,0,0,0,0,0,0,0,0,0,0
470125,24,24,24,24,24,24,24,24,24,24
